,acc,ch1,ch2,ch3,ch4,ch5
241,0.0,0.0645,0.062400000000000004,0.06509999999999999,3.2658500000000004,0.08445
242,0.0,0.10665,0.09344999999999999,0.10590000000000001,8.068249999999999,0.14245000000000002
243,0.0,0.09900000000000002,0.09105000000000002,0.04995,6.550800000000001,0.0929
244,0.0,0.054900000000000004,0.06104999999999999,0.03845,5.6309499999999995,0.06174999999999999
245,0.0,0.09004999999999999,0.0804,0.0648,5.76365,0.10074999999999999
246,0.0,0.0667,0.07120000000000001,0.04100000000000001,5.9505,0.0908
247,0.0,0.05185000000000001,0.0459,0.0344,4.3439,0.05739999999999999
248,0.0,0.0416,0.04785,0.037349999999999994,4.573,0.0592
249,0.0,0.056749999999999995,0.052550000000000006,0.04055,4.670599999999999,0.058750000000000004
250,0.0,0.05105,0.05374999999999999,0.045,4.470750000000001,0.0584
251,0.0,0.03775,0.04,0.04695,3.73175,0.043050000000000005
252,0.0,0.05895,0.0636,0.04994999999999999,5.7808,0.06405
253,0.0,0.0746,0.06680000000000001,0.04725,6.344799999999999,0.0838
254,0.0,0.07270000000000001,0.07919999999999999,0.05235000000000001,5.65765,0.08375000000000002
255,0.0,0.04675000000000001,0.045950000000000005,0.054150000000000004,5.222149999999999,0.07725000000000001
256,0.0,0.052950000000000004,0.0596,0.04605000000000001,6.0089,0.07934999999999999
257,0.0,0.08035,0.07874999999999999,0.0572,6.1562,0.08005
258,0.0,0.07045,0.06699999999999999,0.0543,5.5322,0.06130000000000001
259,0.0,0.0633,0.058449999999999995,0.0414,5.1758999999999995,0.09095
260,0.0,0.10310000000000002,0.0998,0.057749999999999996,6.918400000000001,0.11975000000000001
261,0.0,0.12134999999999999,0.09690000000000001,0.04699999999999999,6.25335,0.13925
262,0.0,0.09655,0.0986,0.1012,6.52955,0.1447
263,0.0,0.0797,0.07075000000000001,0.0352,5.2975,0.09430000000000001
264,0.0,0.0691,0.06575,0.037649999999999996,5.719199999999999,0.0819
265,0.0,0.07880000000000001,0.07019999999999998,0.03205,5.071200000000001,0.07559999999999999
266,0.0,0.07675000000000001,0.06835000000000001,0.03615,5.78895,0.09025
267,0.0,0.06915,0.06989999999999999,0.0686,6.0002,0.09820000000000001
268,0.0,0.07755000000000001,0.07260000000000001,0.113,6.435650000000001,0.10195000000000001
269,0.0,0.11855,0.08614999999999999,1.3007000000000002,3.3905000000000003,0.1551
270,0.0,0.10365000000000002,0.08910000000000001,1.9491999999999998,0.33694999999999997,0.09645
271,0.0,0.07680000000000001,0.03065,2.6217,0.0945,0.06535
272,0.0,0.03245,0.02745,2.11065,0.06455,0.0593
273,0.0,0.03565,0.0381,1.8091000000000002,0.11125000000000002,0.0685
274,0.0,0.01595,0.016600000000000004,1.5381000000000002,0.06215,0.045899999999999996
275,0.0,0.02595,0.018000000000000002,1.5902,0.026299999999999997,0.0462
276,0.0,0.051000000000000004,0.042749999999999996,3.14495,0.15125,0.0851
277,0.0,0.0418,0.0294,2.8236499999999998,0.06445000000000001,0.0437
278,0.0,0.02495,0.019700000000000002,2.0498499999999997,0.0739,0.049499999999999995
279,0.0,0.0224,0.0209,2.1664,0.0739,0.03704999999999999
280,0.0,0.020750000000000005,0.01735,2.1893,0.0888,0.031549999999999995
281,0.0,0.01865,0.0171,1.7671,0.04625,0.03955
282,0.0,0.018600000000000002,0.01545,1.54265,0.06520000000000001,0.022250000000000002
283,0.0,0.048,0.0445,5.892200000000001,0.2027,0.14889999999999998
284,0.0,0.04435,0.04125,0.29824999999999996,0.050249999999999996,0.07279999999999999
285,0.0,0.00905,0.0136,0.02385,0.017049999999999996,0.014199999999999997
286,0.0,0.008000000000000002,0.009949999999999999,0.0099,0.009099999999999999,0.0059499999999999996
287,0.0,0.005249999999999999,0.005849999999999999,0.008549999999999999,0.00355,0.0068000000000000005
288,0.0,0.0024000000000000002,0.0028000000000000004,0.0022500000000000003,0.006700000000000001,0.0066500000000000005
289,0.0,0.0030499999999999998,0.00355,0.004950000000000001,0.0052000000000000015,0.00325
290,0.0,0.0029499999999999995,0.00415,0.0017999999999999997,0.0048,0.00505
291,0.0,0.004,0.004350000000000001,0.0042,0.0043500000000000014,0.0029500000000000004
292,0.0,0.0033500000000000005,0.0017999999999999997,0.00365,0.00665,0.0063
293,0.0,0.00305,0.0031000000000000003,0.00175,0.005850000000000001,0.0038499999999999997
294,0.0,0.004149999999999999,0.00405,0.003300000000000001,0.0070999999999999995,0.00435
295,0.0,0.005449999999999999,0.00935,0.0075499999999999986,0.009600000000000001,0.00715
296,0.0,0.00315,0.006699999999999999,0.0091,0.005549999999999999,0.00395
297,0.0,0.0043,0.005449999999999999,0.0052499999999999995,0.007600000000000001,0.00485
298,0.0,0.0034,0.007649999999999999,0.006,0.0066500000000000005,0.005399999999999999
299,0.0,0.006149999999999999,0.0086,0.0053999999999999986,0.008849999999999998,0.0049
300,0.0,0.0022,0.0025,0.0030999999999999995,0.0045,0.00685
301,0.0,0.0030999999999999995,0.00585,0.003599999999999999,0.006350000000000001,0.00865
302,0.0,0.0023,0.0063999999999999994,0.00395,0.0060500000000000016,0.005
303,0.0,0.006849999999999999,0.010949999999999998,0.00795,0.010899999999999998,0.004399999999999999
304,0.0,0.0033500000000000005,0.0053,0.0033,0.0052499999999999995,0.0078
305,0.0,0.05755,0.017499999999999998,0.02225,0.0382,0.10349999999999998
306,0.0,0.09165000000000002,0.04945,3.1198999999999995,0.17759999999999995,0.16575
307,0.0,0.06955,0.04400000000000001,2.1876499999999997,0.13165,0.12850000000000003
308,0.0,0.03899999999999999,0.04185,4.67335,0.12605,0.17905000000000001
309,0.0,0.04695,0.040900000000000006,1.0151500000000002,0.28890000000000005,0.22510000000000002
310,0.0,0.2104,0.17325,0.49119999999999997,6.51225,0.46020000000000005
311,0.0,0.1738,0.15435,0.07865,9.2883,0.2688499999999999
312,0.0,0.09845,0.07340000000000002,0.09034999999999999,8.844999999999999,0.09625
313,0.0,0.09549999999999999,0.064,0.091,3.8260500000000004,0.7288000000000001
314,0.0,0.11615,0.07020000000000001,0.18225,2.0828499999999996,0.50735
315,0.0,0.13699999999999998,0.0577,0.75095,0.2581,2.1040500000000004
316,0.0,0.12115,0.09225,0.14834999999999998,0.36539999999999995,1.9926499999999998
317,0.0,0.07955000000000002,0.05075,0.3749,0.36939999999999995,1.9869999999999999
318,0.0,0.06285,0.0361,0.34419999999999995,0.25634999999999997,1.1241
319,0.0,0.0392,0.02055,0.25949999999999995,0.24145,0.79955
320,0.0,0.01945,0.021349999999999994,0.060750000000000005,0.23665,0.9649999999999999
321,0.0,0.03845,0.0361,0.33045,0.17715,0.9862
322,0.0,2.8366,0.8663000000000001,0.46995,0.3622,0.9158500000000002
323,0.0,1.4406,1.68395,0.953,0.36319999999999997,1.33345
324,0.0,0.15705,0.7063,0.3744,0.24119999999999997,0.56015
325,0.0,0.29580000000000006,0.4188,0.27555,0.37905,0.41619999999999996
326,0.0,0.24755000000000002,0.7409999999999999,0.4750500000000001,0.22910000000000003,0.8157000000000001
327,0.0,0.17704999999999999,0.2608,0.22910000000000003,0.24585,0.26305000000000006
328,0.0,0.18839999999999998,0.28614999999999996,0.18545,0.25894999999999996,0.38335
329,0.0,0.19565000000000002,0.36605,0.1628,0.21575,0.34019999999999995
330,0.0,0.2295,0.6137,0.15515,0.19820000000000002,0.35240000000000005
331,0.0,0.19719999999999996,0.7111,0.1268,0.2938,0.3298
332,0.0,0.14145,0.4944,0.10544999999999999,0.18069999999999997,0.38510000000000005
333,0.0,0.14629999999999999,0.61,0.1065,0.22039999999999998,0.5588500000000001
